Tree,Station,Timestamp,MC1_Port5_Wm2SolarRadiation,MC1_Port6_degreeCAirTemperature,MC1_Port6_RHRelativeHumidity,MC1_Port6_kPaAtmosphericPressure,MC1_Port6_kPaVPD,MC2_Port5_minLeafWetness,MC2_Port5_minLeafWetnesshigh,MC2_Port5_WetnessLevel,MC2_Port2_degreesWindDirection,MC2_Port2_msWindSpeed,MC2_Port2_msGustSpeed,MC2_Port2_degreeCAnemometerTemp,MC2_Port2_degreesXaxisLevel,MC2_Port2_degreesYaxisLevel
TV3,S4,2022-05-25T16:15:00Z,17.4,18.1,0.983,84.95,0.03,15,1,460,154,0.32,0.99,18.4,-1.5,1.2
TV3,S4,2022-05-25T16:30:00Z,12.3,18.1,0.989,84.94,0.02,15,15,476,136,0.28,1.01,18.4,-1.6,1.3
TV3,S4,2022-05-25T16:45:00Z,11.4,18,0.992,84.93,0.02,15,15,485,146,0.26,0.75,18.2,-1.7,1.2
TV3,S4,2022-05-25T17:00:00Z,15,18,0.995,84.94,0.01,15,15,488,165,0.21,0.6,18.2,-1.6,1.3
TV3,S4,2022-05-25T17:15:00Z,11.2,17.9,0.997,84.95,0.01,15,15,499,202,0.53,1.1,18,-1.6,1.2
TV3,S4,2022-05-25T17:30:00Z,1.3,17.8,0.999,84.98,0,15,15,524,197,0.39,0.97,18,-1.6,1.3
TV3,S4,2022-05-25T17:45:00Z,0,17.8,1,84.99,0,15,15,546,188,0.36,1.1,17.9,-1.6,1.3
TV3,S4,2022-05-25T18:00:00Z,0,17.8,1.001,84.99,0,15,15,554,156,0.23,0.74,17.9,-1.7,1.2
TV3,S4,2022-05-25T18:15:00Z,0,17.8,1,85,0,15,15,562,150,0.17,0.63,18,-1.6,1.3
TV3,S4,2022-05-25T18:30:00Z,0,17.8,1,85.02,0,15,15,575,193,0.23,0.82,17.9,-1.6,1.2
TV3,S4,2022-05-25T18:45:00Z,0,17.8,1,85.03,0,15,15,664,179,0.33,1.2,17.9,-1.6,1.3
TV3,S4,2022-05-25T19:00:00Z,0,17.7,1,85.04,0,15,15,563,148,0.26,0.85,17.9,-1.6,1.3
TV3,S4,2022-05-25T19:15:00Z,0,17.6,1.001,85.05,0,15,15,550,145,0.29,0.68,17.7,-1.7,1.3
TV3,S4,2022-05-25T19:30:00Z,0,17.5,1,85.05,0,15,15,552,151,0.28,1.11,17.6,-1.6,1.3
TV3,S4,2022-05-25T19:45:00Z,0,17.5,1,85.09,0,15,15,553,150,0.17,0.41,17.7,-1.6,1.3
TV3,S4,2022-05-25T20:00:00Z,0,17.5,1,85.09,0,15,15,551,151,0.2,0.48,17.6,-1.7,1.3
TV3,S4,2022-05-25T20:15:00Z,0,17.4,1,85.1,0,15,15,554,150,0.28,0.6,17.5,-1.7,1.3
TV3,S4,2022-05-25T20:30:00Z,0,17.3,1,85.11,0,15,15,545,191,0.34,0.92,17.5,-1.6,1.3
TV3,S4,2022-05-25T20:45:00Z,0,17.3,0.999,85.12,0,15,15,543,160,0.29,0.78,17.4,-1.6,1.3
TV3,S4,2022-05-25T21:00:00Z,0,17.3,1,85.16,0,15,15,543,159,0.25,0.81,17.4,-1.6,1.3
TV3,S4,2022-05-25T21:15:00Z,0,17.3,0.999,85.16,0,15,15,541,140,0.2,0.42,17.4,-1.6,1.3
TV3,S4,2022-05-25T21:30:00Z,0,17.3,0.999,85.16,0,15,15,539,191,0.26,0.59,17.4,-1.6,1.3
TV3,S4,2022-05-25T21:45:00Z,0,17.3,1,85.19,0,15,15,539,120,0.16,0.54,17.4,-1.6,1.4
TV3,S4,2022-05-25T22:00:00Z,0,17.3,1.001,85.22,0,15,15,542,112,0.17,0.31,17.5,-1.6,1.3
TV3,S4,2022-05-25T22:15:00Z,0,17.4,1.001,85.22,0,15,15,558,128,0.16,0.27,17.6,-1.7,1.3
TV3,S4,2022-05-25T22:30:00Z,0,17.5,0.999,85.22,0,15,15,564,129,0.19,0.45,17.6,-1.6,1.3
TV3,S4,2022-05-25T22:45:00Z,0,17.4,1.001,85.21,0,15,15,646,147,0.18,0.47,17.6,-1.6,1.3
TV3,S4,2022-05-25T23:00:00Z,0,17.4,1,85.2,0,15,15,709,151,0.22,0.46,17.6,-1.6,1.3
TV3,S4,2022-05-25T23:15:00Z,0,17.5,0.999,85.17,0,15,15,720,153,0.23,0.47,17.6,-1.6,1.3
TV3,S4,2022-05-25T23:30:00Z,0,17.4,1,85.16,0,15,15,688,158,0.32,0.61,17.5,-1.6,1.3
TV3,S4,2022-05-25T23:45:00Z,0,17.3,1,85.16,0,15,15,689,156,0.25,0.51,17.4,-1.6,1.3
TV3,S4,2022-05-26T00:00:00Z,0,17.3,1,85.15,0,15,15,714,145,0.19,0.37,17.5,-1.7,1.3
TV3,S4,2022-05-26T00:15:00Z,0,17.4,1.001,85.12,0,15,15,621,142,0.18,0.59,17.5,-1.7,1.3
TV3,S4,2022-05-26T00:30:00Z,0,17.4,1,85.09,0,15,15,649,184,0.21,0.5,17.6,-1.6,1.4
TV3,S4,2022-05-26T00:45:00Z,0,17.4,1,85.08,0,15,15,796,158,0.29,0.6,17.6,-1.6,1.4
TV3,S4,2022-05-26T01:00:00Z,0,17.5,1,85.07,0,15,15,711,157,0.29,0.77,17.6,-1.6,1.3
TV3,S4,2022-05-26T01:15:00Z,0,17.5,1,85.07,0,15,15,646,155,0.28,0.87,17.7,-1.6,1.4
