Tree,Station,Timestamp,MC1_Port1_Wm2SolarRadiation,MC1_Port3_degreeCAirTemperature,MC1_Port3_RHRelativeHumidity,MC1_Port3_kPaAtmosphericPressure,MC1_Port3_kPaVPD,MC1_Port4_minLeafWetness,MC1_Port4_minLeafWetnesshigh,MC1_Port4_WetnessLevel,MC2_Port5_degreesWindDirection,MC2_Port5_msWindSpeed,MC2_Port5_msGustSpeed,MC2_Port5_degreeCAnemometerTemp,MC2_Port5_degreesXaxisLevel,MC2_Port5_degreesYaxisLevel
ET2,S4,2022-06-02T11:45:00Z,129.6,21.1,0.808,88.22,0.48,0,0,442,48,0.46,1.16,21,2.7,-3.6
ET2,S4,2022-06-02T12:00:00Z,124.5,21,0.798,88.21,0.5,0,0,442,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T12:15:00Z,103.8,20.6,0.81,88.2,0.46,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T12:30:00Z,96.5,20.6,0.803,88.18,0.48,0,0,442,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T12:45:00Z,101.1,20.5,0.799,88.17,0.48,0,0,442,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T13:00:00Z,97,20.2,0.805,88.16,0.46,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T13:15:00Z,88.6,20,0.817,88.14,0.43,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T13:30:00Z,80,20,0.815,88.14,0.43,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T13:45:00Z,102,20,0.826,88.13,0.41,6,2,462,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T14:00:00Z,124.3,20.3,0.828,88.11,0.41,15,13,462,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T14:15:00Z,121.2,20.3,0.812,88.1,0.45,10,2,446,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T14:30:00Z,119.4,20.6,0.831,88.08,0.41,0,0,448,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T14:45:00Z,82.6,20.7,0.814,88.07,0.46,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T15:00:00Z,74.3,20.3,0.815,88.08,0.44,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T15:15:00Z,85,20.5,0.818,88.06,0.44,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T15:30:00Z,77.1,20.3,0.829,88.06,0.41,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T15:45:00Z,39.9,20.2,0.833,88.07,0.39,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T16:00:00Z,21.8,19.7,0.849,88.07,0.35,0,0,446,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T16:15:00Z,15.9,19,0.877,88.09,0.27,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T16:30:00Z,16.7,18.9,0.882,88.08,0.26,8,0,452,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T16:45:00Z,10.1,18.6,0.881,88.09,0.26,15,0,455,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T17:00:00Z,6.6,18.6,0.888,88.08,0.24,15,0,453,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T17:15:00Z,6.2,18.5,0.884,88.08,0.25,7,0,447,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T17:30:00Z,3.1,18.7,0.869,88.08,0.28,0,0,444,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T17:45:00Z,0,18.7,0.867,88.09,0.29,1,0,450,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T18:00:00Z,0,18.5,0.885,88.1,0.25,15,0,452,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T18:15:00Z,0,18.4,0.884,88.11,0.25,5,0,446,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T18:30:00Z,0,18.3,0.897,88.14,0.22,6,0,450,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T18:45:00Z,0,18.3,0.908,88.16,0.19,0,0,446,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T19:00:00Z,0,18.3,0.909,88.2,0.19,1,0,447,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T19:15:00Z,0,18.4,0.911,88.21,0.19,0,0,444,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T19:30:00Z,0,18.4,0.913,88.23,0.18,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T19:45:00Z,0,18.4,0.918,88.26,0.17,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T20:00:00Z,0,18.5,0.919,88.26,0.17,0,0,443,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T20:15:00Z,0,18.6,0.912,88.27,0.19,0,0,442,NA,NA,NA,NA,NA,NA
ET2,S4,2022-06-02T20:30:00Z,0,18.6,0.908,88.28,0.2,0,0,441,NA,NA,NA,NA,NA,NA
