Tree,Station,Timestamp,MC1_Port2_Wm2SolarRadiation,MC1_Port5_degreeCAirTemperature,MC1_Port5_RHRelativeHumidity,MC1_Port5_kPaAtmosphericPressure,MC1_Port5_kPaVPD,MC1_Port6_minLeafWetness,MC1_Port6_minLeafWetnesshigh,MC1_Port6_WetnessLevel,MC3_Port5_degreesWindDirection,MC3_Port5_msWindSpeed,MC3_Port5_msGustSpeed,MC3_Port5_degreeCAnemometerTemp,MC3_Port5_degreesXaxisLevel,MC3_Port5_degreesYaxisLevel
ET7,S4,2022-06-08T11:00:00Z,54.6,19.1,0.96,87.89,0.09,15,15,558,NA,NA,NA,NA,NA,NA
ET7,S4,2022-06-08T11:15:00Z,54.7,19,0.958,87.89,0.09,15,15,541,311,0.63,1.85,19.2,1.4,-1.6
ET7,S4,2022-06-08T11:30:00Z,74.3,19,0.967,87.87,0.07,15,15,534,311,0.61,2.03,19.1,1.2,-2
ET7,S4,2022-06-08T11:45:00Z,22.9,18.6,0.967,87.88,0.07,15,15,637,315,0.69,2.1,18.8,1.1,-1.9
ET7,S4,2022-06-08T12:00:00Z,30.6,18.6,0.97,87.86,0.06,15,15,678,217,0.65,2.13,18.7,1.3,-1.9
ET7,S4,2022-06-08T12:15:00Z,27.6,18.6,0.965,87.84,0.08,15,15,801,263,0.52,1.65,18.6,1.3,-1.8
ET7,S4,2022-06-08T12:30:00Z,24.5,18.5,0.965,87.83,0.08,15,15,709,204,0.5,1.38,18.5,1.2,-1.9
ET7,S4,2022-06-08T12:45:00Z,32.6,18.6,0.972,87.8,0.06,15,15,750,249,0.35,1.4,18.6,1.3,-1.9
ET7,S4,2022-06-08T13:00:00Z,19.4,18.6,0.972,87.8,0.06,15,15,834,280,0.37,1.32,18.7,1.2,-2
ET7,S4,2022-06-08T13:15:00Z,11.7,18.6,0.974,87.8,0.06,15,15,897,214,0.33,1.25,18.6,1.3,-1.9
ET7,S4,2022-06-08T13:30:00Z,10.1,18.4,0.975,87.8,0.05,15,15,696,278,0.43,1.31,18.3,1.2,-1.9
ET7,S4,2022-06-08T13:45:00Z,12.3,18,0.971,87.77,0.06,15,15,777,162,0.53,1.61,18.1,1.2,-1.9
ET7,S4,2022-06-08T14:00:00Z,14.8,17.9,0.97,87.76,0.06,15,15,618,149,0.49,1.76,18,1.2,-1.9
ET7,S4,2022-06-08T14:15:00Z,22.2,17.9,0.973,87.74,0.06,15,15,696,192,0.32,0.68,17.9,1.1,-1.9
ET7,S4,2022-06-08T14:30:00Z,48.2,18,0.978,87.69,0.05,15,15,660,186,0.49,1.23,18.1,1.1,-1.9
ET7,S4,2022-06-08T14:45:00Z,42.8,18.4,0.979,87.71,0.05,15,15,641,181,0.34,0.72,18.4,1.2,-1.9
ET7,S4,2022-06-08T15:00:00Z,29.7,18.3,0.979,87.71,0.04,15,15,640,189,0.6,1.37,18.3,1.2,-2
ET7,S4,2022-06-08T15:15:00Z,13.7,18.2,0.981,87.7,0.04,15,15,640,171,0.28,0.6,18.3,1.1,-2
ET7,S4,2022-06-08T15:30:00Z,21.8,18.1,0.978,87.71,0.05,15,15,637,178,0.73,1.91,18.3,1.2,-2
ET7,S4,2022-06-08T15:45:00Z,10.6,18.2,0.957,87.72,0.09,15,15,631,166,0.63,2.25,18.2,1.2,-2
ET7,S4,2022-06-08T16:00:00Z,20,18.1,0.964,87.71,0.07,15,15,630,172,0.56,1.86,18.1,1.2,-2
ET7,S4,2022-06-08T16:15:00Z,32.8,18.2,0.967,87.68,0.07,15,15,626,164,0.62,1.72,18.3,1.1,-2
ET7,S4,2022-06-08T16:30:00Z,27.8,18.4,0.968,87.69,0.07,15,15,622,156,0.52,1.53,18.4,1.1,-2
ET7,S4,2022-06-08T16:45:00Z,32.6,18.5,0.967,87.69,0.07,15,15,617,184,0.55,1.62,18.5,1.1,-2
